Cantidad,70
Numero,X,Y
0,1,269
1,9,118
2,341,263
3,420,284
4,310,394
5,4,89
6,473,278
7,225,77
8,137,142
9,138,454
10,340,91
11,340,425
12,434,451
13,262,213
14,361,301
15,303,436
16,122,11
17,225,149
18,33,173
19,350,382
20,44,37
21,69,428
22,25,247
23,385,150
24,173,164
25,472,158
26,199,363
27,201,483
28,327,214
29,3,189
30,191,347
31,68,164
32,424,296
33,356,284
34,218,138
35,25,373
36,315,44
37,297,443
38,334,264
39,42,219
40,388,142
41,447,127
42,340,355
43,389,41
44,252,359
45,484,207
46,372,42
47,395,480
48,410,144
49,214,133
50,481,23
51,357,157
52,160,485
53,292,244
54,211,323
55,310,74
56,192,282
57,401,216
58,1,244
59,132,110
60,17,169
61,457,38
62,152,397
63,481,167
64,334,467
65,93,196
66,243,132
67,27,481
68,183,198
69,327,43
70,115,39
