Cantidad,70
Numero,X,Y
0,70,349
1,491,248
2,435,143
3,466,364
4,224,57
5,267,329
6,121,462
7,312,412
8,179,102
9,362,338
10,15,350
11,55,255
12,67,155
13,379,444
14,390,321
15,405,40
16,47,474
17,8,368
18,479,469
19,208,68
20,371,316
21,184,233
22,175,486
23,368,273
24,328,121
25,75,9
26,12,287
27,161,228
28,402,408
29,240,341
30,495,348
31,372,403
32,262,263
33,366,144
34,412,486
35,339,31
36,462,250
37,316,281
38,60,472
39,239,371
40,66,238
41,26,153
42,50,67
43,392,342
44,401,472
45,358,6
46,258,64
47,94,89
48,148,118
49,124,371
50,441,124
51,215,179
52,431,80
53,269,144
54,484,337
55,152,300
56,387,454
57,165,475
58,48,311
59,119,12
60,244,27
61,469,419
62,271,26
63,49,45
64,490,107
65,325,453
66,385,479
67,182,413
68,314,160
69,90,325
70,165,406
